bug_id,reporter,version,datecreated,dateresolved,resolution,,difference of days,,Median,
322075,230311,unspecified,01-01-2006,01-01-2006,FIXED,,0,,,less
322094,12445,unspecified,01-01-2006,02-01-2006,FIXED,,1,,,less
322101,202180,unspecified,01-01-2006,01-01-2006,DUPLICATE,,0,,,less
322117,229704,1.5 Branch,01-01-2006,08-01-2006,DUPLICATE,,7,,,less
322119,230368,unspecified,02-01-2006,02-01-2006,WORKSFORME,,0,,,less
322120,111729,unspecified,02-01-2006,02-01-2006,DUPLICATE,,0,,,less
322125,17687,Trunk,02-01-2006,02-01-2006,DUPLICATE,,0,,,less
322130,183486,unspecified,02-01-2006,02-01-2006,DUPLICATE,,0,,,less
322132,69768,Trunk,02-01-2006,02-01-2006,DUPLICATE,,0,,,less
322142,230391,unspecified,02-01-2006,02-01-2006,DUPLICATE,,0,,,less
322147,230403,unspecified,02-01-2006,05-01-2006,FIXED,,4,,,less
322168,230348,unspecified,02-01-2006,17-01-2006,DUPLICATE,,15,,,less
322184,230436,unspecified,02-01-2006,02-01-2006,FIXED,,0,,,less
322188,230446,1.5 Branch,02-01-2006,05-01-2006,DUPLICATE,,2,,,less
322189,189836,unspecified,02-01-2006,03-01-2006,WORKSFORME,,1,,,less
322191,230450,unspecified,02-01-2006,02-01-2006,FIXED,,0,,,less
322197,230458,unspecified,02-01-2006,03-01-2006,INVALID,,1,,,less
322211,230469,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322213,159344,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322216,199740,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322220,229109,unspecified,03-01-2006,03-01-2006,INVALID,,0,,,less
322223,230483,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322225,141722,unspecified,03-01-2006,03-01-2006,INVALID,,0,,,less
322228,230483,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322235,230496,unspecified,03-01-2006,03-01-2006,INVALID,,0,,,less
322250,230499,1.5 Branch,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322262,229109,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322269,230518,1.0 Branch,03-01-2006,03-01-2006,INVALID,,0,,,less
322275,199430,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322279,222671,unspecified,03-01-2006,03-01-2006,INVALID,,0,,,less
322290,209310,Trunk,03-01-2006,27-01-2006,FIXED,,24,,,less
322291,152140,1.5 Branch,03-01-2006,03-01-2006,INVALID,,0,,,less
322296,230538,unspecified,03-01-2006,03-01-2006,DUPLICATE,,0,,,less
322302,230542,1.5 Branch,03-01-2006,13-01-2006,FIXED,,10,,,less
322306,230460,unspecified,03-01-2006,03-01-2006,INVALID,,0,,,less
322311,230553,unspecified,03-01-2006,03-01-2006,WORKSFORME,,0,,,less
322349,230588,unspecified,04-01-2006,04-01-2006,DUPLICATE,,0,,,less
322353,196896,unspecified,04-01-2006,08-01-2006,DUPLICATE,,5,,,less
322357,196896,unspecified,04-01-2006,04-01-2006,DUPLICATE,,1,,,less
322369,209310,Trunk,04-01-2006,17-01-2006,FIXED,,13,,,less
322371,209310,Trunk,04-01-2006,04-01-2006,FIXED,,0,,,less
322378,209310,Trunk,04-01-2006,04-01-2006,FIXED,,0,,,less
322379,209310,Trunk,04-01-2006,05-01-2006,FIXED,,1,,,less
322384,178847,unspecified,04-01-2006,04-01-2006,DUPLICATE,,0,,,less
322387,230616,unspecified,04-01-2006,04-01-2006,INVALID,,0,,,less
322390,209310,Trunk,04-01-2006,04-01-2006,FIXED,,0,,,less
322405,187774,unspecified,04-01-2006,04-01-2006,DUPLICATE,,0,,,less
322411,37430,1.5.0.x Branch,04-01-2006,04-01-2006,DUPLICATE,,0,,,less
322420,227421,unspecified,04-01-2006,05-01-2006,INVALID,,1,,,less
322425,230645,unspecified,04-01-2006,04-01-2006,DUPLICATE,,0,,,less
322428,230647,unspecified,04-01-2006,04-01-2006,DUPLICATE,,0,,,less
322448,230668,unspecified,04-01-2006,05-01-2006,WORKSFORME,,0,,,less
322481,220206,1.5 Branch,05-01-2006,05-01-2006,DUPLICATE,,0,,,less
322487,230698,unspecified,05-01-2006,05-01-2006,DUPLICATE,,0,,,less
322489,230698,unspecified,05-01-2006,05-01-2006,DUPLICATE,,0,,,less
322502,230733,1.5 Branch,05-01-2006,07-01-2006,INVALID,,2,,,less
322503,230734,unspecified,05-01-2006,09-01-2006,DUPLICATE,,4,,,less
322506,230735,unspecified,05-01-2006,05-01-2006,DUPLICATE,,0,,,less
322507,21544,Trunk,05-01-2006,22-01-2006,FIXED,,17,,,less
322516,230739,unspecified,05-01-2006,07-01-2006,WORKSFORME,,2,,,less
322519,230739,1.0 Branch,05-01-2006,08-01-2006,WORKSFORME,,3,,,less
322521,230743,unspecified,05-01-2006,05-01-2006,WORKSFORME,,0,,,less
322523,230745,1.5 Branch,05-01-2006,06-01-2006,DUPLICATE,,1,,,less
322540,230219,unspecified,05-01-2006,06-01-2006,DUPLICATE,,1,,,less
322545,230766,unspecified,05-01-2006,05-01-2006,DUPLICATE,,0,,,less
322551,230773,unspecified,05-01-2006,05-01-2006,INVALID,,0,,,less
322552,229458,unspecified,05-01-2006,05-01-2006,DUPLICATE,,0,,,less
322557,129301,unspecified,05-01-2006,05-01-2006,INVALID,,0,,,less
322559,230784,unspecified,05-01-2006,05-01-2006,DUPLICATE,,0,,,less
322579,230806,unspecified,06-01-2006,06-01-2006,DUPLICATE,,0,,,less
322583,218144,unspecified,06-01-2006,06-01-2006,INVALID,,0,,,less
322587,135779,unspecified,06-01-2006,09-01-2006,WORKSFORME,,3,,,less
322614,230843,unspecified,06-01-2006,08-01-2006,INVALID,,2,,,less
322623,230849,unspecified,06-01-2006,06-01-2006,DUPLICATE,,0,,,less
322630,226926,unspecified,06-01-2006,06-01-2006,DUPLICATE,,0,,,less
322631,230860,unspecified,06-01-2006,06-01-2006,DUPLICATE,,0,,,less
322633,104443,1.5 Branch,06-01-2006,06-01-2006,INVALID,,0,,,less
322640,230865,unspecified,06-01-2006,06-01-2006,DUPLICATE,,0,,,less
322659,230881,unspecified,06-01-2006,08-01-2006,DUPLICATE,,1,,,less
322665,230893,unspecified,07-01-2006,07-01-2006,DUPLICATE,,0,,,less
322669,159477,unspecified,07-01-2006,07-01-2006,DUPLICATE,,0,,,less
322671,159477,unspecified,07-01-2006,07-01-2006,DUPLICATE,,0,,,less
322676,230905,unspecified,07-01-2006,14-01-2006,INVALID,,7,,,less
322679,230907,unspecified,07-01-2006,07-01-2006,DUPLICATE,,0,,,less
322681,230909,unspecified,07-01-2006,07-01-2006,INVALID,,0,,,less
322684,213596,1.5 Branch,07-01-2006,07-01-2006,DUPLICATE,,0,,,less
322698,230919,unspecified,07-01-2006,07-01-2006,WORKSFORME,,0,,,less
322703,230922,unspecified,07-01-2006,07-01-2006,DUPLICATE,,0,,,less
322706,178151,Trunk,07-01-2006,07-01-2006,DUPLICATE,,0,,,less
322715,230935,unspecified,07-01-2006,07-01-2006,INVALID,,0,,,less
322722,213596,1.5 Branch,07-01-2006,07-01-2006,WORKSFORME,,0,,,less
322743,230962,unspecified,08-01-2006,08-01-2006,DUPLICATE,,0,,,less
322755,230978,unspecified,08-01-2006,08-01-2006,DUPLICATE,,0,,,less
322756,230982,unspecified,08-01-2006,08-01-2006,FIXED,,0,,,less
322757,222671,unspecified,08-01-2006,08-01-2006,DUPLICATE,,0,,,less
322758,230988,unspecified,08-01-2006,10-01-2006,WORKSFORME,,2,,,less
322775,192768,unspecified,08-01-2006,08-01-2006,DUPLICATE,,0,,,less
322785,198355,unspecified,08-01-2006,08-01-2006,DUPLICATE,,0,,,less
322791,216827,unspecified,08-01-2006,09-01-2006,WORKSFORME,,1,,,less
322795,13899,unspecified,08-01-2006,08-01-2006,DUPLICATE,,0,,,less
322801,231034,unspecified,08-01-2006,08-01-2006,WORKSFORME,,0,,,less
322803,180029,unspecified,08-01-2006,09-01-2006,INVALID,,0,,,less
322811,23768,Trunk,08-01-2006,11-01-2006,INVALID,,2,,,less
322817,229109,unspecified,09-01-2006,09-01-2006,DUPLICATE,,0,,,less
322829,215356,unspecified,09-01-2006,10-01-2006,DUPLICATE,,1,,,less
322835,15159,unspecified,09-01-2006,10-01-2006,WORKSFORME,,1,,,less
322864,231112,unspecified,09-01-2006,10-01-2006,DUPLICATE,,1,,,less
322880,231124,unspecified,09-01-2006,10-01-2006,INVALID,,1,,,less
322883,231124,unspecified,09-01-2006,09-01-2006,DUPLICATE,,0,,,less
322887,231133,unspecified,09-01-2006,09-01-2006,INVALID,,0,,,less
322891,107675,1.5 Branch,09-01-2006,10-01-2006,INVALID,,1,,,less
322892,53243,unspecified,09-01-2006,09-01-2006,DUPLICATE,,0,,,less
322901,131341,unspecified,09-01-2006,10-01-2006,DUPLICATE,,1,,,less
322902,231154,1.5 Branch,09-01-2006,09-01-2006,INVALID,,0,,,less
322911,231155,unspecified,09-01-2006,10-01-2006,INVALID,,0,,,less
322927,231175,unspecified,10-01-2006,10-01-2006,FIXED,,0,,,less
322937,231182,unspecified,10-01-2006,10-01-2006,INVALID,,0,,,less
322951,85013,unspecified,10-01-2006,10-01-2006,DUPLICATE,,0,,,less
322967,179735,1.5 Branch,10-01-2006,23-01-2006,DUPLICATE,,13,,,less
322972,231208,unspecified,10-01-2006,10-01-2006,INVALID,,0,,,less
322986,5566,Trunk,10-01-2006,26-01-2006,FIXED,,16,,,less
323021,27566,unspecified,10-01-2006,10-01-2006,DUPLICATE,,0,,,less
323023,177200,1.5 Branch,10-01-2006,11-01-2006,DUPLICATE,,1,,,less
323038,231282,unspecified,10-01-2006,11-01-2006,DUPLICATE,,0,,,less
323043,51072,unspecified,11-01-2006,11-01-2006,INVALID,,1,,,less
323045,130306,unspecified,11-01-2006,11-01-2006,DUPLICATE,,0,,,less
323066,231320,unspecified,11-01-2006,11-01-2006,FIXED,,0,,,less
323069,60104,unspecified,11-01-2006,11-01-2006,DUPLICATE,,0,,,less
323074,100398,unspecified,11-01-2006,20-01-2006,DUPLICATE,,9,,,less
323078,195146,unspecified,11-01-2006,11-01-2006,DUPLICATE,,0,,,less
323095,5566,Trunk,11-01-2006,17-01-2006,FIXED,,6,,,less
323096,231354,Trunk,11-01-2006,06-02-2006,WORKSFORME,,26,,,less
323119,231375,unspecified,11-01-2006,11-01-2006,DUPLICATE,,0,,,less
323132,168754,unspecified,11-01-2006,12-01-2006,INVALID,,1,,,less
323152,227118,Trunk,12-01-2006,19-01-2006,DUPLICATE,,7,,,less
323167,231335,unspecified,12-01-2006,13-01-2006,INVALID,,1,,,less
323172,231430,unspecified,12-01-2006,12-01-2006,DUPLICATE,,0,,,less
323176,231432,unspecified,12-01-2006,12-01-2006,DUPLICATE,,0,,,less
323256,231499,unspecified,12-01-2006,18-01-2006,WONTFIX,,6,,,less
323258,231481,unspecified,12-01-2006,12-01-2006,INVALID,,0,,,less
323264,231509,unspecified,12-01-2006,14-01-2006,INVALID,,2,,,less
323271,210598,unspecified,12-01-2006,15-01-2006,WORKSFORME,,3,,,less
323289,187465,unspecified,12-01-2006,12-01-2006,DUPLICATE,,0,,,less
323310,231559,unspecified,13-01-2006,13-01-2006,DUPLICATE,,0,,,less
323322,231578,unspecified,13-01-2006,13-01-2006,INVALID,,0,,,less
323327,5973,unspecified,13-01-2006,13-01-2006,INVALID,,0,,,less
323342,209310,Trunk,13-01-2006,23-01-2006,FIXED,,10,,,less
323356,231614,unspecified,13-01-2006,13-01-2006,DUPLICATE,,0,,,less
323368,231625,unspecified,13-01-2006,14-01-2006,INVALID,,1,,,less
323399,82469,unspecified,13-01-2006,15-01-2006,DUPLICATE,,1,,,less
323403,231650,unspecified,13-01-2006,14-01-2006,DUPLICATE,,0,,,less
323418,231658,unspecified,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323419,4885,Trunk,14-01-2006,14-01-2006,DUPLICATE,,1,,,less
323425,180317,unspecified,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323429,180317,unspecified,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323432,130451,Trunk,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323440,230403,unspecified,14-01-2006,14-01-2006,INVALID,,0,,,less
323452,109355,unspecified,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323466,231699,unspecified,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323472,180188,Trunk,14-01-2006,25-01-2006,FIXED,,11,,,less
323478,231707,unspecified,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323483,231714,unspecified,14-01-2006,15-01-2006,FIXED,,1,,,less
323484,217305,unspecified,14-01-2006,29-01-2006,DUPLICATE,,15,,,less
323490,209310,unspecified,14-01-2006,14-01-2006,DUPLICATE,,0,,,less
323492,209310,unspecified,14-01-2006,24-01-2006,FIXED,,9,,,less
323505,231691,unspecified,14-01-2006,15-01-2006,DUPLICATE,,0,,,less
323532,20209,Trunk,15-01-2006,17-01-2006,FIXED,,2,,,less
323538,168580,unspecified,15-01-2006,15-01-2006,DUPLICATE,,0,,,less
323545,231753,unspecified,15-01-2006,16-01-2006,FIXED,,1,,,less
323549,20209,Trunk,15-01-2006,19-01-2006,FIXED,,4,,,less
323552,231771,unspecified,15-01-2006,01-02-2006,DUPLICATE,,17,,,less
323568,231790,unspecified,15-01-2006,15-01-2006,DUPLICATE,,0,,,less
323573,231789,unspecified,15-01-2006,15-01-2006,DUPLICATE,,0,,,less
323599,231753,unspecified,15-01-2006,16-01-2006,INVALID,,0,,,less
323610,229458,unspecified,15-01-2006,15-01-2006,DUPLICATE,,0,,,less
323613,231838,unspecified,15-01-2006,15-01-2006,DUPLICATE,,0,,,less
323630,231249,unspecified,16-01-2006,16-01-2006,INVALID,,0,,,less
323633,229610,unspecified,16-01-2006,16-01-2006,DUPLICATE,,0,,,less
323635,231874,unspecified,16-01-2006,16-01-2006,INVALID,,0,,,less
323638,231879,unspecified,16-01-2006,16-01-2006,DUPLICATE,,0,,,less
323639,231880,unspecified,16-01-2006,16-01-2006,INVALID,,0,,,less
323647,117870,unspecified,16-01-2006,16-01-2006,INVALID,,0,,,less
323648,231886,unspecified,16-01-2006,16-01-2006,DUPLICATE,,0,,,less
323649,68887,unspecified,16-01-2006,16-01-2006,DUPLICATE,,0,,,less
323658,88484,unspecified,16-01-2006,16-01-2006,WONTFIX,,0,,,less
323659,181614,unspecified,16-01-2006,19-01-2006,INVALID,,3,,,less
323660,231896,unspecified,16-01-2006,16-01-2006,INVALID,,0,,,less
323668,210839,unspecified,16-01-2006,17-01-2006,DUPLICATE,,1,,,less
323685,231920,unspecified,16-01-2006,20-01-2006,INVALID,,4,,,less
323686,103593,Trunk,16-01-2006,20-01-2006,FIXED,,4,,,less
323693,216987,unspecified,16-01-2006,16-01-2006,DUPLICATE,,0,,,less
323715,103593,Trunk,16-01-2006,17-01-2006,FIXED,,1,,,less
323720,215921,unspecified,16-01-2006,16-01-2006,DUPLICATE,,0,,,less
323724,98330,unspecified,16-01-2006,17-01-2006,WORKSFORME,,1,,,less
323729,231969,unspecified,16-01-2006,17-01-2006,WORKSFORME,,1,,,less
323762,231999,unspecified,17-01-2006,17-01-2006,DUPLICATE,,0,,,less
323771,138108,Trunk,17-01-2006,21-01-2006,FIXED,,5,,,less
323788,231864,unspecified,17-01-2006,17-01-2006,INVALID,,0,,,less
323800,5566,Trunk,17-01-2006,17-01-2006,FIXED,,0,,,less
323803,12809,unspecified,17-01-2006,17-01-2006,DUPLICATE,,0,,,less
323825,232072,unspecified,17-01-2006,17-01-2006,DUPLICATE,,0,,,less
323830,200171,unspecified,17-01-2006,17-01-2006,DUPLICATE,,0,,,less
323831,5566,Trunk,17-01-2006,23-01-2006,FIXED,,6,,,less
323832,232080,unspecified,17-01-2006,17-01-2006,INVALID,,0,,,less
323834,5566,Trunk,17-01-2006,29-01-2006,FIXED,,12,,,less
323837,232085,unspecified,17-01-2006,17-01-2006,INVALID,,0,,,less
323844,232092,unspecified,17-01-2006,17-01-2006,INVALID,,0,,,less
323863,232110,unspecified,17-01-2006,17-01-2006,INVALID,,0,,,less
323872,232125,unspecified,17-01-2006,17-01-2006,DUPLICATE,,0,,,less
323878,232125,unspecified,17-01-2006,17-01-2006,FIXED,,0,,,less
323889,232147,unspecified,18-01-2006,18-01-2006,INVALID,,0,,,less
323892,95343,unspecified,18-01-2006,18-01-2006,DUPLICATE,,0,,,less
323895,232155,unspecified,18-01-2006,18-01-2006,INVALID,,0,,,less
323897,232158,unspecified,18-01-2006,18-01-2006,INVALID,,0,,,less
323921,5242,unspecified,18-01-2006,18-01-2006,WONTFIX,,0,,,less
323929,232191,unspecified,18-01-2006,18-01-2006,DUPLICATE,,0,,,less
323935,176993,unspecified,18-01-2006,18-01-2006,INVALID,,0,,,less
323943,232183,unspecified,18-01-2006,18-01-2006,DUPLICATE,,0,,,less
323948,232209,unspecified,18-01-2006,18-01-2006,DUPLICATE,,0,,,less
323957,230820,unspecified,18-01-2006,18-01-2006,INVALID,,0,,,less
323962,3881,unspecified,18-01-2006,04-02-2006,FIXED,,17,,,less
323965,208797,unspecified,18-01-2006,19-01-2006,INVALID,,1,,,less
323987,232244,unspecified,18-01-2006,01-02-2006,WORKSFORME,,14,,,less
323991,232247,unspecified,18-01-2006,19-01-2006,INVALID,,0,,,less
323995,225895,unspecified,18-01-2006,19-01-2006,DUPLICATE,,0,,,less
324002,229458,unspecified,18-01-2006,18-01-2006,INVALID,,0,,,less
324004,184791,unspecified,18-01-2006,19-01-2006,INVALID,,1,,,less
324020,232283,unspecified,19-01-2006,19-01-2006,DUPLICATE,,0,,,less
324023,103428,unspecified,19-01-2006,02-02-2006,FIXED,,14,,,less
324041,232307,unspecified,19-01-2006,19-01-2006,INVALID,,0,,,less
324042,232305,unspecified,19-01-2006,19-01-2006,DUPLICATE,,0,,,less
324049,8002,unspecified,19-01-2006,19-01-2006,INVALID,,0,,,less
324052,180188,Trunk,19-01-2006,19-01-2006,DUPLICATE,,0,,,less
324056,208238,unspecified,19-01-2006,20-01-2006,FIXED,,1,,,less
324061,219486,Trunk,19-01-2006,25-01-2006,INVALID,,6,,,less
324070,232183,unspecified,19-01-2006,19-01-2006,DUPLICATE,,0,,,less
324080,209310,Trunk,19-01-2006,27-01-2006,WONTFIX,,8,,,less
324114,77593,unspecified,19-01-2006,20-01-2006,INVALID,,0,,,less
324116,232379,unspecified,19-01-2006,19-01-2006,INVALID,,0,,,less
324129,232397,unspecified,20-01-2006,20-01-2006,INVALID,,0,,,less
324130,232397,unspecified,20-01-2006,20-01-2006,DUPLICATE,,0,,,less
324150,232417,unspecified,20-01-2006,20-01-2006,INVALID,,0,,,less
324155,232418,unspecified,20-01-2006,20-01-2006,DUPLICATE,,0,,,less
324160,208238,unspecified,20-01-2006,20-01-2006,FIXED,,0,,,less
324180,18821,Trunk,20-01-2006,01-02-2006,FIXED,,12,,,less
324181,232439,unspecified,20-01-2006,20-01-2006,FIXED,,0,,,less
324185,232441,unspecified,20-01-2006,20-01-2006,INVALID,,0,,,less
324195,171663,1.5 Branch,20-01-2006,20-01-2006,DUPLICATE,,0,,,less
324197,232448,unspecified,20-01-2006,20-01-2006,WORKSFORME,,0,,,less
324202,180188,Trunk,20-01-2006,27-01-2006,FIXED,,7,,,less
324204,168754,unspecified,20-01-2006,22-01-2006,DUPLICATE,,2,,,less
324210,230193,unspecified,20-01-2006,21-01-2006,DUPLICATE,,1,,,less
324227,154309,Trunk,20-01-2006,21-01-2006,WONTFIX,,1,,,less
324241,136540,unspecified,21-01-2006,21-01-2006,DUPLICATE,,0,,,less
324262,103215,unspecified,21-01-2006,22-01-2006,DUPLICATE,,1,,,less
324269,232519,unspecified,21-01-2006,21-01-2006,INVALID,,0,,,less
324274,15991,unspecified,21-01-2006,26-01-2006,FIXED,,5,,,less
324275,156881,1.5 Branch,21-01-2006,22-01-2006,DUPLICATE,,1,,,less
324290,174780,unspecified,21-01-2006,21-01-2006,DUPLICATE,,0,,,less
324292,42373,unspecified,21-01-2006,21-01-2006,INVALID,,0,,,less
324295,232532,unspecified,21-01-2006,21-01-2006,WORKSFORME,,0,,,less
324304,232451,unspecified,21-01-2006,21-01-2006,DUPLICATE,,0,,,less
324324,232566,unspecified,22-01-2006,22-01-2006,DUPLICATE,,0,,,less
324328,140825,unspecified,22-01-2006,22-01-2006,INVALID,,0,,,less
324331,232524,unspecified,22-01-2006,22-01-2006,DUPLICATE,,0,,,less
324339,222671,unspecified,22-01-2006,27-01-2006,INVALID,,6,,,less
324342,75935,Trunk,22-01-2006,26-01-2006,WORKSFORME,,4,,,less
324345,88484,Trunk,22-01-2006,22-01-2006,DUPLICATE,,0,,,less
324347,232597,unspecified,22-01-2006,23-01-2006,DUPLICATE,,1,,,less
324348,3881,Trunk,22-01-2006,06-02-2006,FIXED,,15,,,less
324354,223950,unspecified,22-01-2006,01-02-2006,FIXED,,10,,,less
324358,170048,unspecified,22-01-2006,22-01-2006,DUPLICATE,,1,,,less
324360,232607,unspecified,22-01-2006,22-01-2006,INVALID,,0,,,less
324385,232654,unspecified,22-01-2006,23-01-2006,WORKSFORME,,0,,,less
324400,87715,unspecified,22-01-2006,23-01-2006,INVALID,,0,,,less
324404,232667,unspecified,22-01-2006,23-01-2006,FIXED,,1,,,less
324421,232696,unspecified,23-01-2006,23-01-2006,INVALID,,0,,,less
324433,232710,1.5 Branch,23-01-2006,23-01-2006,INVALID,,0,,,less
324449,110187,Trunk,23-01-2006,23-01-2006,FIXED,,0,,,less
324454,179898,unspecified,23-01-2006,23-01-2006,DUPLICATE,,0,,,less
324455,12833,Trunk,23-01-2006,09-02-2006,FIXED,,17,,,less
324461,217694,unspecified,23-01-2006,23-01-2006,DUPLICATE,,1,,,less
324462,232729,unspecified,23-01-2006,23-01-2006,DUPLICATE,,0,,,less
324487,44261,unspecified,23-01-2006,25-01-2006,INVALID,,2,,,less
324489,232771,unspecified,23-01-2006,23-01-2006,DUPLICATE,,0,,,less
324490,232763,unspecified,23-01-2006,28-01-2006,WORKSFORME,,5,,,less
324512,221497,Trunk,24-01-2006,25-01-2006,WONTFIX,,1,,,less
324515,232802,unspecified,24-01-2006,24-01-2006,INVALID,,0,,,less
324522,232819,unspecified,24-01-2006,28-01-2006,WORKSFORME,,4,,,less
324528,232826,unspecified,24-01-2006,07-02-2006,FIXED,,15,,,less
324539,202124,unspecified,24-01-2006,25-01-2006,DUPLICATE,,1,,,less
324545,209310,Trunk,24-01-2006,14-02-2006,FIXED,,21,,,less
324552,232847,unspecified,24-01-2006,24-01-2006,DUPLICATE,,0,,,less
324553,209310,Trunk,24-01-2006,26-01-2006,FIXED,,2,,,less
324554,232846,unspecified,24-01-2006,24-01-2006,INVALID,,0,,,less
324556,208238,unspecified,24-01-2006,26-01-2006,FIXED,,2,,,less
324562,232781,1.5 Branch,24-01-2006,25-01-2006,DUPLICATE,,1,,,less
324563,232852,unspecified,24-01-2006,24-01-2006,INVALID,,0,,,less
324564,232854,1.5 Branch,24-01-2006,24-01-2006,INVALID,,0,,,less
324569,232851,unspecified,24-01-2006,24-01-2006,DUPLICATE,,0,,,less
324577,12567,1.5.0.x Branch,24-01-2006,24-01-2006,FIXED,,0,,,less
324596,232882,unspecified,24-01-2006,24-01-2006,DUPLICATE,,0,,,less
324610,232906,unspecified,24-01-2006,24-01-2006,INVALID,,0,,,less
324618,47002,unspecified,24-01-2006,24-01-2006,DUPLICATE,,0,,,less
324622,47002,unspecified,24-01-2006,25-01-2006,DUPLICATE,,0,,,less
324629,232916,unspecified,24-01-2006,25-01-2006,INVALID,,0,,,less
324630,23768,Trunk,24-01-2006,10-02-2006,FIXED,,17,,,less
324636,232922,unspecified,25-01-2006,25-01-2006,FIXED,,0,,,less
324641,144324,Trunk,25-01-2006,25-01-2006,FIXED,,0,,,less
324652,232945,1.5 Branch,25-01-2006,28-01-2006,WORKSFORME,,3,,,less
324655,15991,unspecified,25-01-2006,26-01-2006,FIXED,,1,,,less
324664,232952,unspecified,25-01-2006,30-01-2006,INVALID,,5,,,less
324691,232968,unspecified,25-01-2006,26-01-2006,DUPLICATE,,1,,,less
324704,52030,unspecified,25-01-2006,26-01-2006,DUPLICATE,,2,,,less
324717,141755,Trunk,25-01-2006,25-01-2006,FIXED,,0,,,less
324727,223802,unspecified,25-01-2006,26-01-2006,FIXED,,1,,,less
324736,232996,unspecified,25-01-2006,25-01-2006,DUPLICATE,,0,,,less
324763,141009,Trunk,25-01-2006,26-01-2006,FIXED,,0,,,less
324778,233031,unspecified,25-01-2006,25-01-2006,DUPLICATE,,0,,,less
324780,204395,unspecified,25-01-2006,25-01-2006,INVALID,,0,,,less
324782,204395,unspecified,25-01-2006,25-01-2006,DUPLICATE,,0,,,less
324785,233039,unspecified,25-01-2006,25-01-2006,INVALID,,0,,,less
324787,173497,unspecified,25-01-2006,26-01-2006,DUPLICATE,,0,,,less
324789,154309,Trunk,25-01-2006,14-02-2006,INVALID,,20,,,less
324795,144324,Trunk,26-01-2006,26-01-2006,INVALID,,0,,,less
324801,232851,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324802,233054,unspecified,26-01-2006,27-01-2006,DUPLICATE,,1,,,less
324811,204422,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324814,232851,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324817,144324,Trunk,26-01-2006,26-01-2006,INVALID,,0,,,less
324822,217694,1.5 Branch,26-01-2006,01-02-2006,DUPLICATE,,6,,,less
324826,233079,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324827,233079,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324831,152264,Trunk,26-01-2006,27-01-2006,FIXED,,1,,,less
324834,110187,Trunk,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324838,15159,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324845,233086,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324846,10520,unspecified,26-01-2006,01-02-2006,FIXED,,6,,,less
324850,233091,unspecified,26-01-2006,26-01-2006,INVALID,,0,,,less
324856,209310,Trunk,26-01-2006,26-01-2006,FIXED,,0,,,less
324858,48249,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324868,233107,1.5 Branch,26-01-2006,26-01-2006,INVALID,,0,,,less
324876,209310,Trunk,26-01-2006,27-01-2006,FIXED,,1,,,less
324879,15991,unspecified,26-01-2006,30-01-2006,FIXED,,4,,,less
324889,233128,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324890,233128,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324891,233128,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324894,233132,unspecified,26-01-2006,26-01-2006,INVALID,,0,,,less
324900,227403,1.5 Branch,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324912,207727,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324919,233117,unspecified,26-01-2006,30-01-2006,INVALID,,3,,,less
324931,204395,unspecified,26-01-2006,26-01-2006,DUPLICATE,,0,,,less
324932,204395,unspecified,26-01-2006,27-01-2006,DUPLICATE,,0,,,less
324934,232941,unspecified,27-01-2006,01-02-2006,INVALID,,6,,,less
324935,233165,unspecified,27-01-2006,28-01-2006,DUPLICATE,,1,,,less
324937,20048,unspecified,27-01-2006,27-01-2006,DUPLICATE,,0,,,less
324946,108384,Trunk,27-01-2006,31-01-2006,FIXED,,4,,,less
324948,209310,Trunk,27-01-2006,09-02-2006,FIXED,,13,,,less
