bug_id,reporter,version,datecreated,dateresolved,resolution,,difference of days,,Median,
322067,230305,1.5.0.x Branch,01-01-2006,04-07-2007,INCOMPLETE,,549,,26,more
322077,126404,Trunk,01-01-2006,31-10-2006,FIXED,,303,,,more
322080,230319,unspecified,01-01-2006,26-08-2009,INCOMPLETE,,1333,,,more
322081,193569,1.0 Branch,01-01-2006,06-06-2007,INCOMPLETE,,521,,,more
322096,230334,1.5 Branch,01-01-2006,06-06-2007,WORKSFORME,,521,,,more
322108,230356,1.0 Branch,01-01-2006,04-07-2007,INCOMPLETE,,548,,,more
322114,230357,2.0 Branch,01-01-2006,22-05-2010,INCOMPLETE,,1602,,,more
322137,230393,1.5.0.x Branch,02-01-2006,10-09-2007,INCOMPLETE,,617,,,more
322141,230391,1.5 Branch,02-01-2006,08-04-2006,WORKSFORME,,96,,,more
322146,168699,1.5.0.x Branch,02-01-2006,04-06-2007,INCOMPLETE,,518,,,more
322151,230400,unspecified,02-01-2006,04-04-2006,DUPLICATE,,92,,,more
322159,230413,unspecified,02-01-2006,08-04-2006,WORKSFORME,,96,,,more
322166,230419,1.5.0.x Branch,02-01-2006,24-01-2007,DUPLICATE,,386,,,more
322169,302291,unspecified,02-01-2006,18-07-2006,FIXED,,197,,,more
322178,230428,1.5.0.x Branch,02-01-2006,06-06-2007,WORKSFORME,,519,,,more
322179,230429,1.5.0.x Branch,02-01-2006,31-08-2007,WORKSFORME,,606,,,more
322206,7044,Trunk,03-01-2006,28-09-2012,FIXED,,2461,,,more
322257,102080,1.5.0.x Branch,03-01-2006,24-04-2006,DUPLICATE,,111,,,more
322268,230400,1.5 Branch,03-01-2006,10-12-2008,INCOMPLETE,,1072,,,more
322282,230530,1.5 Branch,03-01-2006,25-07-2007,INCOMPLETE,,568,,,more
322289,209310,Trunk,03-01-2006,20-03-2006,WONTFIX,,76,,,more
322294,230535,1.5.0.x Branch,03-01-2006,04-07-2007,INCOMPLETE,,547,,,more
322298,230540,Trunk,03-01-2006,25-11-2006,INVALID,,326,,,more
322307,58828,Trunk,03-01-2006,11-02-2006,WORKSFORME,,39,,,more
322313,230555,unspecified,03-01-2006,08-04-2006,WORKSFORME,,95,,,more
322336,229481,1.5.0.x Branch,03-01-2006,18-06-2007,WORKSFORME,,530,,,more
322365,230598,1.5.0.x Branch,04-01-2006,27-09-2007,INCOMPLETE,,631,,,more
322375,222430,1.5.0.x Branch,04-01-2006,04-07-2007,WORKSFORME,,546,,,more
322396,65512,1.5 Branch,04-01-2006,20-02-2006,DUPLICATE,,47,,,more
322397,65512,1.5.0.x Branch,04-01-2006,24-12-2009,INCOMPLETE,,1450,,,more
322421,98707,unspecified,04-01-2006,30-04-2006,WORKSFORME,,116,,,more
322431,230651,unspecified,04-01-2006,18-02-2006,DUPLICATE,,45,,,more
322433,230652,unspecified,04-01-2006,08-05-2006,INVALID,,124,,,more
322444,17882,1.5.0.x Branch,04-01-2006,04-10-2008,INCOMPLETE,,1004,,,more
322447,230665,2.0 Branch,04-01-2006,25-04-2010,WORKSFORME,,1572,,,more
322456,230677,1.0 Branch,04-01-2006,24-06-2007,WORKSFORME,,536,,,more
322460,217429,unspecified,04-01-2006,07-09-2006,WORKSFORME,,245,,,more
322478,230702,unspecified,05-01-2006,30-08-2007,INCOMPLETE,,602,,,more
322491,230716,1.5.0.x Branch,05-01-2006,04-07-2007,WORKSFORME,,545,,,more
322511,25585,Trunk,05-01-2006,30-05-2011,WORKSFORME,,1972,,,more
322517,230738,1.5 Branch,05-01-2006,22-05-2010,INCOMPLETE,,1598,,,more
322532,96174,1.0 Branch,05-01-2006,06-06-2007,WORKSFORME,,517,,,more
322538,230759,unspecified,05-01-2006,14-12-2006,WORKSFORME,,342,,,more
322539,230762,1.5.0.x Branch,05-01-2006,15-05-2010,INCOMPLETE,,1591,,,more
322546,225409,unspecified,05-01-2006,27-04-2006,FIXED,,112,,,more
322554,230775,1.5.0.x Branch,05-01-2006,27-06-2007,INVALID,,537,,,more
322556,230781,1.5 Branch,05-01-2006,07-04-2006,WORKSFORME,,92,,,more
322563,228519,1.5 Branch,05-01-2006,04-07-2007,WORKSFORME,,544,,,more
322582,230812,unspecified,06-01-2006,07-06-2007,INVALID,,517,,,more
322586,230275,1.5.0.x Branch,06-01-2006,04-06-2007,WORKSFORME,,514,,,more
322601,230831,unspecified,06-01-2006,23-02-2009,INCOMPLETE,,1145,,,more
322610,7417,Trunk,06-01-2006,17-04-2007,FIXED,,466,,,more
322616,230845,1.5.0.x Branch,06-01-2006,04-07-2007,WORKSFORME,,544,,,more
322629,226926,unspecified,06-01-2006,08-04-2006,WORKSFORME,,92,,,more
322632,230837,unspecified,06-01-2006,08-04-2006,WORKSFORME,,92,,,more
322643,230866,1.5.0.x Branch,06-01-2006,12-08-2007,WORKSFORME,,583,,,more
322645,230648,unspecified,06-01-2006,07-03-2008,WORKSFORME,,791,,,more
322648,172372,unspecified,06-01-2006,15-11-2010,INCOMPLETE,,1774,,,more
322650,230877,1.5.0.x Branch,06-01-2006,27-09-2007,WORKSFORME,,628,,,more
322651,33999,1.5.0.x Branch,06-01-2006,06-06-2007,WORKSFORME,,516,,,more
322662,197291,unspecified,07-01-2006,22-09-2006,INVALID,,259,,,more
322664,230892,unspecified,07-01-2006,03-04-2007,DUPLICATE,,451,,,more
322674,230901,1.0 Branch,07-01-2006,25-09-2006,INVALID,,262,,,more
322675,230900,1.5.0.x Branch,07-01-2006,27-06-2007,INCOMPLETE,,536,,,more
322723,178929,unspecified,07-01-2006,05-06-2007,INCOMPLETE,,514,,,more
322742,230960,unspecified,07-01-2006,31-05-2007,INCOMPLETE,,508,,,more
322750,230970,Trunk,08-01-2006,01-04-2009,WORKSFORME,,1179,,,more
322778,23402,unspecified,08-01-2006,22-03-2012,INVALID,,2265,,,more
322814,231055,unspecified,08-01-2006,27-11-2006,FIXED,,323,,,more
322826,224935,unspecified,09-01-2006,07-04-2007,INVALID,,453,,,more
322843,231093,1.5.0.x Branch,09-01-2006,10-07-2007,WORKSFORME,,547,,,more
322867,231108,1.5.0.x Branch,09-01-2006,05-06-2007,INCOMPLETE,,512,,,more
322868,228184,unspecified,09-01-2006,06-04-2006,DUPLICATE,,87,,,more
322873,231116,1.5.0.x Branch,09-01-2006,15-05-2010,INCOMPLETE,,1587,,,more
322876,231121,1.0 Branch,09-01-2006,20-09-2007,WORKSFORME,,619,,,more
322903,130269,Trunk,09-01-2006,23-06-2006,FIXED,,165,,,more
322909,231155,2.0 Branch,09-01-2006,27-09-2007,WORKSFORME,,625,,,more
322913,113380,1.5 Branch,09-01-2006,05-02-2007,WORKSFORME,,392,,,more
322915,6635,1.5.0.x Branch,09-01-2006,12-09-2007,INCOMPLETE,,610,,,more
322934,218040,unspecified,10-01-2006,31-08-2006,DUPLICATE,,233,,,more
322943,125610,2.0 Branch,10-01-2006,29-06-2009,FIXED,,1266,,,more
322977,231211,1.5.0.x Branch,10-01-2006,22-06-2007,WORKSFORME,,528,,,more
322983,231212,1.5 Branch,10-01-2006,27-12-2008,WORKSFORME,,1082,,,more
322988,5566,Trunk,10-01-2006,06-03-2006,FIXED,,55,,,more
322989,5566,Trunk,10-01-2006,15-02-2006,FIXED,,36,,,more
322990,231216,unspecified,10-01-2006,08-04-2006,WORKSFORME,,88,,,more
322997,67524,1.5.0.x Branch,10-01-2006,06-06-2007,WORKSFORME,,512,,,more
323000,231179,unspecified,10-01-2006,04-08-2009,INCOMPLETE,,1302,,,more
323002,227118,unspecified,10-01-2006,21-10-2006,FIXED,,284,,,more
323019,214573,1.5.0.x Branch,10-01-2006,03-07-2007,INCOMPLETE,,539,,,more
323029,231270,1.8 Branch,10-01-2006,18-08-2010,INCOMPLETE,,1681,,,more
323030,168699,1.5.0.x Branch,10-01-2006,04-07-2007,WORKSFORME,,539,,,more
323037,231277,unspecified,10-01-2006,03-02-2007,WORKSFORME,,389,,,more
323047,169781,1.5.0.x Branch,11-01-2006,05-07-2009,DUPLICATE,,1272,,,more
323071,231336,1.5.0.x Branch,11-01-2006,22-05-2010,INCOMPLETE,,1592,,,more
323089,231351,1.5.0.x Branch,11-01-2006,16-05-2010,INCOMPLETE,,1586,,,more
323107,231363,unspecified,11-01-2006,15-01-2009,INVALID,,1100,,,more
323117,231371,1.5.0.x Branch,11-01-2006,27-09-2007,INCOMPLETE,,623,,,more
323120,231378,unspecified,11-01-2006,23-05-2006,DUPLICATE,,132,,,more
323134,225189,unspecified,11-01-2006,20-02-2010,WORKSFORME,,1501,,,more
323146,192703,unspecified,11-01-2006,05-06-2007,INCOMPLETE,,509,,,more
323150,181402,unspecified,12-01-2006,05-06-2007,WORKSFORME,,509,,,more
323164,226425,unspecified,12-01-2006,06-03-2006,WORKSFORME,,54,,,more
323173,149052,2.0 Branch,12-01-2006,22-02-2006,FIXED,,41,,,more
323185,231444,unspecified,12-01-2006,05-06-2007,INCOMPLETE,,509,,,more
323194,231439,unspecified,12-01-2006,08-05-2006,WORKSFORME,,116,,,more
323209,231458,1.5 Branch,12-01-2006,03-07-2007,WORKSFORME,,537,,,more
323213,44087,1.0 Branch,12-01-2006,06-07-2007,WORKSFORME,,540,,,more
323216,138531,unspecified,12-01-2006,19-02-2006,INVALID,,38,,,more
323219,195637,1.5.0.x Branch,12-01-2006,11-06-2007,WORKSFORME,,515,,,more
323236,231479,1.0 Branch,12-01-2006,20-06-2007,WORKSFORME,,524,,,more
323242,150078,unspecified,12-01-2006,21-06-2006,WORKSFORME,,160,,,more
323259,231504,1.5.0.x Branch,12-01-2006,25-07-2007,INCOMPLETE,,558,,,more
323263,39341,unspecified,12-01-2006,05-06-2007,WORKSFORME,,509,,,more
323269,231518,1.5.0.x Branch,12-01-2006,03-07-2007,WORKSFORME,,537,,,more
323270,231520,unspecified,12-01-2006,10-12-2007,WORKSFORME,,697,,,more
323277,226437,unspecified,12-01-2006,27-04-2009,INCOMPLETE,,1200,,,more
323280,202875,1.5 Branch,12-01-2006,02-06-2007,INVALID,,506,,,more
323281,150002,unspecified,12-01-2006,23-09-2006,INVALID,,253,,,more
323295,231547,unspecified,12-01-2006,18-05-2006,DUPLICATE,,125,,,more
323304,231558,unspecified,13-01-2006,05-06-2007,WORKSFORME,,508,,,more
323312,231566,unspecified,13-01-2006,03-06-2007,INCOMPLETE,,507,,,more
323344,30390,unspecified,13-01-2006,10-03-2006,DUPLICATE,,56,,,more
323345,231601,unspecified,13-01-2006,09-04-2006,DUPLICATE,,86,,,more
323349,231605,1.5.0.x Branch,13-01-2006,25-01-2009,WORKSFORME,,1108,,,more
323362,88484,unspecified,13-01-2006,30-08-2011,DUPLICATE,,2055,,,more
323398,186280,1.5.0.x Branch,13-01-2006,01-01-2009,INCOMPLETE,,1083,,,more
323408,231655,1.5.0.x Branch,14-01-2006,05-06-2007,INCOMPLETE,,507,,,more
323413,39771,Trunk,14-01-2006,29-04-2008,WORKSFORME,,837,,,more
323422,214658,1.5.0.x Branch,14-01-2006,22-05-2010,INCOMPLETE,,1589,,,more
323423,231637,unspecified,14-01-2006,03-06-2007,WORKSFORME,,506,,,more
323434,231671,1.5.0.x Branch,14-01-2006,06-06-2007,INCOMPLETE,,508,,,more
323443,88484,Trunk,14-01-2006,09-12-2007,WORKSFORME,,694,,,more
323446,231680,1.5.0.x Branch,14-01-2006,27-06-2007,WORKSFORME,,530,,,more
323459,134847,1.5 Branch,14-01-2006,20-02-2006,INVALID,,37,,,more
323462,231696,1.5 Branch,14-01-2006,16-05-2010,INCOMPLETE,,1583,,,more
323464,231690,1.5.0.x Branch,14-01-2006,15-05-2010,INCOMPLETE,,1582,,,more
323467,99613,unspecified,14-01-2006,19-02-2006,INVALID,,36,,,more
323469,179148,unspecified,14-01-2006,15-04-2008,INCOMPLETE,,822,,,more
323475,231705,1.5.0.x Branch,14-01-2006,03-06-2007,INCOMPLETE,,505,,,more
323491,231721,1.5.0.x Branch,14-01-2006,03-06-2007,WORKSFORME,,505,,,more
323522,209310,unspecified,15-01-2006,01-03-2006,INVALID,,45,,,more
323523,231743,unspecified,15-01-2006,03-06-2007,WORKSFORME,,505,,,more
323536,231747,unspecified,15-01-2006,10-02-2006,WORKSFORME,,26,,,more
323537,110187,2.0 Branch,15-01-2006,27-02-2006,FIXED,,43,,,more
323544,231754,unspecified,15-01-2006,19-02-2006,INVALID,,35,,,more
323561,186511,1.5 Branch,15-01-2006,30-08-2007,WORKSFORME,,592,,,more
323565,231776,unspecified,15-01-2006,16-12-2010,INCOMPLETE,,1796,,,more
323572,231789,unspecified,15-01-2006,17-06-2007,INVALID,,517,,,more
323594,87831,1.5 Branch,15-01-2006,14-05-2006,INVALID,,119,,,more
323612,226694,1.5.0.x Branch,15-01-2006,22-05-2010,INCOMPLETE,,1588,,,more
323621,231857,1.5 Branch,16-01-2006,20-06-2007,INVALID,,520,,,more
323623,231853,1.5.0.x Branch,16-01-2006,22-05-2010,INCOMPLETE,,1587,,,more
323632,229610,1.5 Branch,16-01-2006,03-06-2007,WORKSFORME,,504,,,more
323672,231912,unspecified,16-01-2006,02-06-2007,INCOMPLETE,,502,,,more
323689,231925,unspecified,16-01-2006,22-05-2007,INCOMPLETE,,491,,,more
323734,231973,1.5.0.x Branch,16-01-2006,20-06-2007,WORKSFORME,,520,,,more
323761,171269,2.0 Branch,17-01-2006,12-03-2006,FIXED,,55,,,more
323798,12809,1.5 Branch,17-01-2006,25-07-2006,FIXED,,189,,,more
323801,12809,2.0 Branch,17-01-2006,27-07-2006,FIXED,,191,,,more
323805,20209,Trunk,17-01-2006,12-07-2007,FIXED,,541,,,more
323811,12809,unspecified,17-01-2006,20-02-2006,FIXED,,35,,,more
323812,5566,Trunk,17-01-2006,27-03-2006,FIXED,,69,,,more
323839,226039,unspecified,17-01-2006,07-05-2006,FIXED,,110,,,more
323855,232108,2.0 Branch,17-01-2006,10-12-2007,INCOMPLETE,,692,,,more
323857,115941,unspecified,17-01-2006,19-02-2006,WORKSFORME,,32,,,more
323861,232114,1.5.0.x Branch,17-01-2006,30-08-2007,WORKSFORME,,590,,,more
323871,232126,1.5.0.x Branch,17-01-2006,22-05-2010,INCOMPLETE,,1586,,,more
323879,232128,1.5.0.x Branch,17-01-2006,10-12-2007,INCOMPLETE,,692,,,more
323885,232137,1.5.0.x Branch,17-01-2006,04-07-2007,WORKSFORME,,532,,,more
323899,232163,unspecified,18-01-2006,25-09-2006,WORKSFORME,,250,,,more
323913,126701,unspecified,18-01-2006,15-11-2010,INCOMPLETE,,1762,,,more
323932,232183,unspecified,18-01-2006,05-06-2007,INCOMPLETE,,503,,,more
323939,110187,Trunk,18-01-2006,21-09-2011,INCOMPLETE,,2072,,,more
323966,232220,2.0 Branch,18-01-2006,15-06-2006,FIXED,,148,,,more
323972,103593,2.0 Branch,18-01-2006,14-03-2006,FIXED,,55,,,more
324005,23768,1.5 Branch,18-01-2006,26-09-2006,DUPLICATE,,251,,,more
324038,232303,1.5.0.x Branch,19-01-2006,22-05-2010,INCOMPLETE,,1584,,,more
324047,232314,1.5.0.x Branch,19-01-2006,04-07-2007,WORKSFORME,,531,,,more
324048,232312,1.5.0.x Branch,19-01-2006,04-07-2007,WORKSFORME,,531,,,more
324063,103593,2.0 Branch,19-01-2006,20-05-2006,FIXED,,121,,,more
324064,232329,unspecified,19-01-2006,25-09-2006,WORKSFORME,,249,,,more
324066,232326,1.5.0.x Branch,19-01-2006,05-06-2007,INCOMPLETE,,502,,,more
324068,232331,1.5 Branch,19-01-2006,14-09-2009,INCOMPLETE,,1334,,,more
324071,228184,1.5.0.x Branch,19-01-2006,01-07-2007,WORKSFORME,,529,,,more
324087,232352,unspecified,19-01-2006,02-12-2006,DUPLICATE,,317,,,more
324089,232354,1.5.0.x Branch,19-01-2006,10-06-2007,INVALID,,507,,,more
324091,232344,1.5.0.x Branch,19-01-2006,22-05-2010,INCOMPLETE,,1584,,,more
324123,231155,unspecified,19-01-2006,14-04-2010,INCOMPLETE,,1546,,,more
324132,85565,1.5.0.x Branch,20-01-2006,07-06-2007,WORKSFORME,,504,,,more
324135,232402,Trunk,20-01-2006,18-09-2006,DUPLICATE,,241,,,more
324144,73165,1.5.0.x Branch,20-01-2006,06-06-2007,WORKSFORME,,502,,,more
324148,130022,unspecified,20-01-2006,17-02-2006,DUPLICATE,,29,,,more
324164,5566,Trunk,20-01-2006,12-10-2008,FIXED,,996,,,more
324166,232426,1.5.0.x Branch,20-01-2006,21-01-2009,INVALID,,1097,,,more
324168,232428,1.5.0.x Branch,20-01-2006,01-07-2007,WORKSFORME,,528,,,more
324184,110187,Trunk,20-01-2006,03-03-2006,DUPLICATE,,42,,,more
324187,33984,2.0 Branch,20-01-2006,24-06-2006,FIXED,,155,,,more
324191,232444,1.5 Branch,20-01-2006,21-11-2009,INVALID,,1401,,,more
324209,102037,Trunk,20-01-2006,13-05-2006,WORKSFORME,,112,,,more
324224,232474,unspecified,20-01-2006,02-10-2006,FIXED,,255,,,more
324225,232475,1.5.0.x Branch,20-01-2006,06-06-2007,WORKSFORME,,502,,,more
324230,110187,Trunk,20-01-2006,04-08-2007,WORKSFORME,,561,,,more
324237,80711,unspecified,20-01-2006,01-03-2006,FIXED,,39,,,more
324256,94421,Trunk,21-01-2006,07-04-2006,FIXED,,77,,,more
324259,116299,unspecified,21-01-2006,19-10-2006,FIXED,,271,,,more
324263,180188,Trunk,21-01-2006,16-10-2006,WONTFIX,,268,,,more
324264,232516,1.5.0.x Branch,21-01-2006,02-05-2007,DUPLICATE,,466,,,more
324287,154309,Trunk,21-01-2006,09-10-2006,INVALID,,261,,,more
324300,170722,unspecified,21-01-2006,02-10-2006,INVALID,,254,,,more
324307,232541,unspecified,21-01-2006,04-06-2007,INCOMPLETE,,498,,,more
324321,94421,Trunk,21-01-2006,19-06-2006,DUPLICATE,,148,,,more
324322,217429,unspecified,21-01-2006,27-06-2008,DUPLICATE,,887,,,more
324330,215498,unspecified,22-01-2006,28-10-2008,WONTFIX,,1010,,,more
324332,232524,1.5.0.x Branch,22-01-2006,22-05-2010,INCOMPLETE,,1581,,,more
324335,58828,Trunk,22-01-2006,21-02-2006,FIXED,,30,,,more
324344,232593,unspecified,22-01-2006,25-03-2007,WORKSFORME,,428,,,more
324364,88484,Trunk,22-01-2006,26-05-2006,WONTFIX,,124,,,more
324387,211545,unspecified,22-01-2006,15-11-2010,INCOMPLETE,,1757,,,more
324395,232451,unspecified,22-01-2006,12-06-2007,INVALID,,505,,,more
324403,232662,1.5.0.x Branch,22-01-2006,01-07-2007,WORKSFORME,,525,,,more
324405,215158,unspecified,22-01-2006,08-05-2009,DUPLICATE,,1201,,,more
324420,162971,1.5.0.x Branch,23-01-2006,02-07-2007,INCOMPLETE,,526,,,more
324428,209310,Trunk,23-01-2006,12-05-2006,FIXED,,109,,,more
324429,209310,Trunk,23-01-2006,21-11-2006,FIXED,,302,,,more
324437,232705,1.5.0.x Branch,23-01-2006,22-05-2010,INCOMPLETE,,1580,,,more
324438,161051,Trunk,23-01-2006,15-09-2010,INCOMPLETE,,1696,,,more
324447,3881,2.0 Branch,23-01-2006,10-03-2006,FIXED,,46,,,more
324459,141703,1.5.0.x Branch,23-01-2006,05-06-2007,INCOMPLETE,,498,,,more
324470,195226,Trunk,23-01-2006,23-05-2007,WORKSFORME,,485,,,more
324471,209310,Trunk,23-01-2006,10-07-2007,WORKSFORME,,533,,,more
324481,232755,1.0 Branch,23-01-2006,23-06-2007,INCOMPLETE,,516,,,more
324491,232772,unspecified,23-01-2006,04-04-2006,DUPLICATE,,71,,,more
324497,76456,unspecified,23-01-2006,22-05-2010,INCOMPLETE,,1580,,,more
324509,232790,unspecified,23-01-2006,20-02-2006,INVALID,,27,,,more
324526,232817,unspecified,24-01-2006,10-12-2007,INVALID,,686,,,more
324531,232830,1.5.0.x Branch,24-01-2006,05-06-2007,WORKSFORME,,497,,,more
324547,232841,1.5.0.x Branch,24-01-2006,01-07-2007,INCOMPLETE,,524,,,more
324555,231903,unspecified,24-01-2006,14-08-2006,INVALID,,203,,,more
324565,232857,unspecified,24-01-2006,10-09-2006,WORKSFORME,,229,,,more
324567,232851,1.5.0.x Branch,24-01-2006,03-06-2007,WORKSFORME,,496,,,more
324579,209310,Trunk,24-01-2006,23-03-2006,WONTFIX,,58,,,more
324580,232870,1.0 Branch,24-01-2006,05-06-2007,INCOMPLETE,,497,,,more
324582,232874,unspecified,24-01-2006,11-04-2006,WORKSFORME,,77,,,more
324586,75935,Trunk,24-01-2006,12-04-2006,FIXED,,78,,,more
324587,232874,unspecified,24-01-2006,11-04-2006,WORKSFORME,,77,,,more
324588,5566,Trunk,24-01-2006,01-12-2006,WORKSFORME,,311,,,more
324589,230401,unspecified,24-01-2006,03-06-2007,INCOMPLETE,,495,,,more
324590,209310,Trunk,24-01-2006,28-02-2006,FIXED,,35,,,more
324602,35868,1.0 Branch,24-01-2006,13-12-2007,WORKSFORME,,688,,,more
324604,5566,unspecified,24-01-2006,25-05-2006,WONTFIX,,120,,,more
324605,232900,unspecified,24-01-2006,25-01-2010,WORKSFORME,,1462,,,more
324607,232901,unspecified,24-01-2006,08-08-2006,INVALID,,196,,,more
324614,136443,1.5.0.x Branch,24-01-2006,22-05-2010,INCOMPLETE,,1579,,,more
324623,193770,1.5.0.x Branch,24-01-2006,06-06-2007,INCOMPLETE,,497,,,more
324632,30209,unspecified,24-01-2006,16-11-2007,WORKSFORME,,661,,,more
324677,232954,unspecified,25-01-2006,05-06-2007,WORKSFORME,,496,,,more
324684,191513,1.5.0.x Branch,25-01-2006,27-06-2007,WORKSFORME,,518,,,more
324692,231938,unspecified,25-01-2006,27-06-2009,INVALID,,1249,,,more
324695,232970,unspecified,25-01-2006,20-02-2007,INVALID,,391,,,more
324708,174004,1.5.0.x Branch,25-01-2006,08-06-2007,WORKSFORME,,499,,,more
324716,232980,1.5.0.x Branch,25-01-2006,07-11-2006,WORKSFORME,,286,,,more
324728,232991,1.5.0.x Branch,25-01-2006,11-07-2007,WORKSFORME,,532,,,more
324730,232992,1.5.0.x Branch,25-01-2006,05-06-2007,INCOMPLETE,,496,,,more
324737,232997,1.5.0.x Branch,25-01-2006,10-12-2007,INCOMPLETE,,684,,,more
324745,134619,unspecified,25-01-2006,21-06-2006,FIXED,,147,,,more
324748,233010,unspecified,25-01-2006,25-09-2006,WORKSFORME,,243,,,more
324755,233014,1.0 Branch,25-01-2006,04-07-2007,INCOMPLETE,,524,,,more
324793,144324,Trunk,26-01-2006,30-08-2011,INCOMPLETE,,2043,,,more
324798,233049,unspecified,26-01-2006,18-04-2007,DUPLICATE,,447,,,more
324810,181094,unspecified,26-01-2006,05-06-2007,INCOMPLETE,,495,,,more
324832,32335,1.5.0.x Branch,26-01-2006,28-08-2006,FIXED,,214,,,more
324851,233097,1.5.0.x Branch,26-01-2006,16-05-2010,INCOMPLETE,,1571,,,more
324864,144324,Trunk,26-01-2006,28-08-2011,WORKSFORME,,2041,,,more
324869,154309,Trunk,26-01-2006,24-02-2006,WORKSFORME,,29,,,more
324872,233111,unspecified,26-01-2006,03-06-2006,WORKSFORME,,129,,,more
324880,233116,1.5.0.x Branch,26-01-2006,28-04-2007,INCOMPLETE,,457,,,more
324886,233122,unspecified,26-01-2006,07-07-2006,WORKSFORME,,162,,,more
324888,233128,1.5.0.x Branch,26-01-2006,01-07-2007,WORKSFORME,,521,,,more
324897,233137,unspecified,26-01-2006,05-06-2007,INCOMPLETE,,495,,,more
324910,233145,1.5.0.x Branch,26-01-2006,01-07-2007,INCOMPLETE,,521,,,more
324914,233149,1.5.0.x Branch,26-01-2006,23-05-2007,WORKSFORME,,482,,,more
324940,70495,Trunk,27-01-2006,07-03-2006,WORKSFORME,,39,,,more
324958,209310,Trunk,27-01-2006,24-03-2006,FIXED,,56,,,more
324959,209310,Trunk,27-01-2006,10-07-2007,INVALID,,530,,,more
324961,164001,Trunk,27-01-2006,28-04-2006,FIXED,,91,,,more
324964,233186,1.5.0.x Branch,27-01-2006,22-05-2010,INCOMPLETE,,1576,,,more
325013,233245,unspecified,27-01-2006,05-07-2006,WORKSFORME,,158,,,more
325014,230962,1.5.0.x Branch,27-01-2006,03-06-2007,WORKSFORME,,492,,,more
325023,233258,unspecified,27-01-2006,15-05-2006,DUPLICATE,,107,,,more
325027,125873,1.5.0.x Branch,27-01-2006,03-06-2007,INCOMPLETE,,492,,,more
325042,104622,Trunk,28-01-2006,12-01-2011,WONTFIX,,1810,,,more
325065,185959,unspecified,28-01-2006,27-04-2006,FIXED,,89,,,more
325080,5566,Trunk,28-01-2006,05-05-2006,FIXED,,97,,,more
325081,5566,Trunk,28-01-2006,01-12-2006,WORKSFORME,,307,,,more
325083,5566,Trunk,28-01-2006,03-05-2006,FIXED,,95,,,more
325085,5566,Trunk,28-01-2006,01-12-2006,WORKSFORME,,307,,,more
325086,201540,2.0 Branch,28-01-2006,01-07-2007,WORKSFORME,,520,,,more
325089,138108,Trunk,28-01-2006,07-06-2008,WONTFIX,,861,,,more
325091,209310,unspecified,28-01-2006,22-03-2006,WORKSFORME,,53,,,more
325094,233300,1.0 Branch,28-01-2006,05-06-2007,INCOMPLETE,,493,,,more
325120,233325,1.0 Branch,28-01-2006,05-06-2007,INCOMPLETE,,492,,,more
325127,233337,unspecified,29-01-2006,18-08-2006,INVALID,,202,,,more
325133,233342,unspecified,29-01-2006,03-06-2007,INCOMPLETE,,491,,,more
325139,227665,1.5 Branch,29-01-2006,10-06-2007,WORKSFORME,,497,,,more
325154,120910,2.0 Branch,29-01-2006,11-05-2006,FIXED,,102,,,more
325157,205462,1.5.0.x Branch,29-01-2006,05-06-2007,WORKSFORME,,492,,,more
325171,5566,Trunk,29-01-2006,03-03-2006,FIXED,,33,,,more
325178,233386,1.5.0.x Branch,29-01-2006,05-06-2007,INCOMPLETE,,492,,,more
325187,225511,1.5.0.x Branch,29-01-2006,23-06-2007,WORKSFORME,,510,,,more
325188,225511,1.5.0.x Branch,29-01-2006,23-06-2007,WORKSFORME,,510,,,more
325194,233405,1.5.0.x Branch,29-01-2006,06-06-2007,WORKSFORME,,493,,,more
325197,233409,unspecified,29-01-2006,15-04-2007,WORKSFORME,,441,,,more
325198,232405,1.5.0.x Branch,29-01-2006,21-04-2010,INVALID,,1543,,,more
325199,233410,unspecified,29-01-2006,09-09-2008,DUPLICATE,,954,,,more
325248,103593,Trunk,30-01-2006,10-08-2006,INVALID,,192,,,more
325257,7044,unspecified,30-01-2006,06-04-2006,FIXED,,66,,,more
325267,233485,1.5.0.x Branch,30-01-2006,22-05-2010,INCOMPLETE,,1573,,,more
325277,216247,unspecified,30-01-2006,12-10-2008,INCOMPLETE,,986,,,more
325282,192768,unspecified,30-01-2006,04-07-2009,DUPLICATE,,1251,,,more
325286,209310,Trunk,30-01-2006,03-03-2006,FIXED,,32,,,more
325290,233204,1.5.0.x Branch,30-01-2006,01-07-2007,INCOMPLETE,,517,,,more
325291,206212,Trunk,30-01-2006,29-07-2006,WONTFIX,,180,,,more
325293,233516,unspecified,30-01-2006,08-11-2006,WORKSFORME,,282,,,more
325324,206219,1.5.0.x Branch,31-01-2006,01-07-2007,WORKSFORME,,517,,,more
325326,233558,1.5 Branch,31-01-2006,01-07-2007,WORKSFORME,,517,,,more
325328,233566,1.5 Branch,31-01-2006,22-05-2010,INCOMPLETE,,1572,,,more
325339,207779,unspecified,31-01-2006,29-05-2007,INVALID,,483,,,more
325342,209310,Trunk,31-01-2006,11-05-2007,FIXED,,465,,,more
325355,230073,1.5.0.x Branch,31-01-2006,05-06-2007,INVALID,,490,,,more
325357,209663,1.5.0.x Branch,31-01-2006,27-06-2007,WORKSFORME,,512,,,more
325362,126782,1.5.0.x Branch,31-01-2006,16-10-2010,INCOMPLETE,,1719,,,more
